ID,Run,Batch,Exp_Type,SampleNum,Plate,Row,Column,Experiment,Comm,Rep,Carbon,Conc,Transfer
S1_R2,R2,YaleYCGA_RQ5908,Rep1,1,1,A,1,T12-R4-2,X1,1,Citrate,0.07,12
S2_R2,R2,YaleYCGA_RQ5908,Rep1,2,1,A,2,T12-R4-2,X2,1,Citrate,0.07,12
S3_R2,R2,YaleYCGA_RQ5908,Rep1,3,1,A,3,T12-R4-2,X3,1,Citrate,0.07,12
S4_R2,R2,YaleYCGA_RQ5908,Rep1,4,1,A,4,T12-R4-2,X4,1,Citrate,0.07,12
S5_R2,R2,YaleYCGA_RQ5908,Rep1,5,1,A,5,T12-R4-2,X5,1,Citrate,0.07,12
S6_R2,R2,YaleYCGA_RQ5908,Rep1,6,1,A,6,T12-R4-2,X6,1,Citrate,0.07,12
S7_R2,R2,YaleYCGA_RQ5908,Rep1,7,1,A,7,T12-R4-2,X7,1,Citrate,0.07,12
S8_R2,R2,YaleYCGA_RQ5908,Rep1,8,1,A,8,T12-R4-2,X8,1,Citrate,0.07,12
S9_R2,R2,YaleYCGA_RQ5908,Rep1,9,1,A,9,T12-R4-2,X9,1,Citrate,0.07,12
S10_R2,R2,YaleYCGA_RQ5908,Rep1,10,1,A,10,T12-R4-2,X10,1,Citrate,0.07,12
S11_R2,R2,YaleYCGA_RQ5908,Rep1,11,1,A,11,T12-R4-2,X11,1,Citrate,0.07,12
S12_R2,R2,YaleYCGA_RQ5908,Rep1,12,1,A,12,T12-R4-2,X12,1,Citrate,0.07,12
S13_R2,R2,YaleYCGA_RQ5908,Rep1,13,1,B,1,T12-R4-2,X1,2,Citrate,0.07,12
S14_R2,R2,YaleYCGA_RQ5908,Rep1,14,1,B,2,T12-R4-2,X2,2,Citrate,0.07,12
S15_R2,R2,YaleYCGA_RQ5908,Rep1,15,1,B,3,T12-R4-2,X3,2,Citrate,0.07,12
S16_R2,R2,YaleYCGA_RQ5908,Rep1,16,1,B,4,T12-R4-2,X4,2,Citrate,0.07,12
S17_R2,R2,YaleYCGA_RQ5908,Rep1,17,1,B,5,T12-R4-2,X5,2,Citrate,0.07,12
S18_R2,R2,YaleYCGA_RQ5908,Rep1,18,1,B,6,T12-R4-2,X6,2,Citrate,0.07,12
S19_R2,R2,YaleYCGA_RQ5908,Rep1,19,1,B,7,T12-R4-2,X7,2,Citrate,0.07,12
S20_R2,R2,YaleYCGA_RQ5908,Rep1,20,1,B,8,T12-R4-2,X8,2,Citrate,0.07,12
S21_R2,R2,YaleYCGA_RQ5908,Rep1,21,1,B,9,T12-R4-2,X9,2,Citrate,0.07,12
S22_R2,R2,YaleYCGA_RQ5908,Rep1,22,1,B,10,T12-R4-2,X10,2,Citrate,0.07,12
S23_R2,R2,YaleYCGA_RQ5908,Rep1,23,1,B,11,T12-R4-2,X11,2,Citrate,0.07,12
S24_R2,R2,YaleYCGA_RQ5908,Rep1,24,1,B,12,T12-R4-2,X12,2,Citrate,0.07,12
S25_R2,R2,YaleYCGA_RQ5908,Rep1,25,1,C,1,T12-R4-2,X1,3,Citrate,0.07,12
S26_R2,R2,YaleYCGA_RQ5908,Rep1,26,1,C,2,T12-R4-2,X2,3,Citrate,0.07,12
S27_R2,R2,YaleYCGA_RQ5908,Rep1,27,1,C,3,T12-R4-2,X3,3,Citrate,0.07,12
S28_R2,R2,YaleYCGA_RQ5908,Rep1,28,1,C,4,T12-R4-2,X4,3,Citrate,0.07,12
S29_R2,R2,YaleYCGA_RQ5908,Rep1,29,1,C,5,T12-R4-2,X5,3,Citrate,0.07,12
S30_R2,R2,YaleYCGA_RQ5908,Rep1,30,1,C,6,T12-R4-2,X6,3,Citrate,0.07,12
S31_R2,R2,YaleYCGA_RQ5908,Rep1,31,1,C,7,T12-R4-2,X7,3,Citrate,0.07,12
S32_R2,R2,YaleYCGA_RQ5908,Rep1,32,1,C,8,T12-R4-2,X8,3,Citrate,0.07,12
S33_R2,R2,YaleYCGA_RQ5908,Rep1,33,1,C,9,T12-R4-2,X9,3,Citrate,0.07,12
S34_R2,R2,YaleYCGA_RQ5908,Rep1,34,1,C,10,T12-R4-2,X10,3,Citrate,0.07,12
S35_R2,R2,YaleYCGA_RQ5908,Rep1,35,1,C,11,T12-R4-2,X11,3,Citrate,0.07,12
S36_R2,R2,YaleYCGA_RQ5908,Rep1,36,1,C,12,T12-R4-2,X12,3,Citrate,0.07,12
S37_R2,R2,YaleYCGA_RQ5908,Rep1,37,1,D,1,T12-R4-2,X1,4,Citrate,0.07,12
S38_R2,R2,YaleYCGA_RQ5908,Rep1,38,1,D,2,T12-R4-2,X2,4,Citrate,0.07,12
S39_R2,R2,YaleYCGA_RQ5908,Rep1,39,1,D,3,T12-R4-2,X3,4,Citrate,0.07,12
S40_R2,R2,YaleYCGA_RQ5908,Rep1,40,1,D,4,T12-R4-2,X4,4,Citrate,0.07,12
S41_R2,R2,YaleYCGA_RQ5908,Rep1,41,1,D,5,T12-R4-2,X5,4,Citrate,0.07,12
S42_R2,R2,YaleYCGA_RQ5908,Rep1,42,1,D,6,T12-R4-2,X6,4,Citrate,0.07,12
S43_R2,R2,YaleYCGA_RQ5908,Rep1,43,1,D,7,T12-R4-2,X7,4,Citrate,0.07,12
S44_R2,R2,YaleYCGA_RQ5908,Rep1,44,1,D,8,T12-R4-2,X8,4,Citrate,0.07,12
S45_R2,R2,YaleYCGA_RQ5908,Rep1,45,1,D,9,T12-R4-2,X9,4,Citrate,0.07,12
S46_R2,R2,YaleYCGA_RQ5908,Rep1,46,1,D,10,T12-R4-2,X10,4,Citrate,0.07,12
S47_R2,R2,YaleYCGA_RQ5908,Rep1,47,1,D,11,T12-R4-2,X11,4,Citrate,0.07,12
S48_R2,R2,YaleYCGA_RQ5908,Rep1,48,1,D,12,T12-R4-2,X12,4,Citrate,0.07,12
S49_R2,R2,YaleYCGA_RQ5908,Rep1,49,1,E,1,T12-R4-2,X1,5,Citrate,0.07,12
S50_R2,R2,YaleYCGA_RQ5908,Rep1,50,1,E,2,T12-R4-2,X2,5,Citrate,0.07,12
S51_R2,R2,YaleYCGA_RQ5908,Rep1,51,1,E,3,T12-R4-2,X3,5,Citrate,0.07,12
S52_R2,R2,YaleYCGA_RQ5908,Rep1,52,1,E,4,T12-R4-2,X4,5,Citrate,0.07,12
S53_R2,R2,YaleYCGA_RQ5908,Rep1,53,1,E,5,T12-R4-2,X5,5,Citrate,0.07,12
S54_R2,R2,YaleYCGA_RQ5908,Rep1,54,1,E,6,T12-R4-2,X6,5,Citrate,0.07,12
S55_R2,R2,YaleYCGA_RQ5908,Rep1,55,1,E,7,T12-R4-2,X7,5,Citrate,0.07,12
S56_R2,R2,YaleYCGA_RQ5908,Rep1,56,1,E,8,T12-R4-2,X8,5,Citrate,0.07,12
S57_R2,R2,YaleYCGA_RQ5908,Rep1,57,1,E,9,T12-R4-2,X9,5,Citrate,0.07,12
S58_R2,R2,YaleYCGA_RQ5908,Rep1,58,1,E,10,T12-R4-2,X10,5,Citrate,0.07,12
S59_R2,R2,YaleYCGA_RQ5908,Rep1,59,1,E,11,T12-R4-2,X11,5,Citrate,0.07,12
S60_R2,R2,YaleYCGA_RQ5908,Rep1,60,1,E,12,T12-R4-2,X12,5,Citrate,0.07,12
S61_R2,R2,YaleYCGA_RQ5908,Rep1,61,1,F,1,T12-R4-2,X1,6,Citrate,0.07,12
S62_R2,R2,YaleYCGA_RQ5908,Rep1,62,1,F,2,T12-R4-2,X2,6,Citrate,0.07,12
S63_R2,R2,YaleYCGA_RQ5908,Rep1,63,1,F,3,T12-R4-2,X3,6,Citrate,0.07,12
S64_R2,R2,YaleYCGA_RQ5908,Rep1,64,1,F,4,T12-R4-2,X4,6,Citrate,0.07,12
S65_R2,R2,YaleYCGA_RQ5908,Rep1,65,1,F,5,T12-R4-2,X5,6,Citrate,0.07,12
S66_R2,R2,YaleYCGA_RQ5908,Rep1,66,1,F,6,T12-R4-2,X6,6,Citrate,0.07,12
S67_R2,R2,YaleYCGA_RQ5908,Rep1,67,1,F,7,T12-R4-2,X7,6,Citrate,0.07,12
S68_R2,R2,YaleYCGA_RQ5908,Rep1,68,1,F,8,T12-R4-2,X8,6,Citrate,0.07,12
S69_R2,R2,YaleYCGA_RQ5908,Rep1,69,1,F,9,T12-R4-2,X9,6,Citrate,0.07,12
S70_R2,R2,YaleYCGA_RQ5908,Rep1,70,1,F,10,T12-R4-2,X10,6,Citrate,0.07,12
S71_R2,R2,YaleYCGA_RQ5908,Rep1,71,1,F,11,T12-R4-2,X11,6,Citrate,0.07,12
S72_R2,R2,YaleYCGA_RQ5908,Rep1,72,1,F,12,T12-R4-2,X12,6,Citrate,0.07,12
S73_R2,R2,YaleYCGA_RQ5908,Rep1,73,1,G,1,T12-R4-2,X1,7,Citrate,0.07,12
S74_R2,R2,YaleYCGA_RQ5908,Rep1,74,1,G,2,T12-R4-2,X2,7,Citrate,0.07,12
S75_R2,R2,YaleYCGA_RQ5908,Rep1,75,1,G,3,T12-R4-2,X3,7,Citrate,0.07,12
S76_R2,R2,YaleYCGA_RQ5908,Rep1,76,1,G,4,T12-R4-2,X4,7,Citrate,0.07,12
S77_R2,R2,YaleYCGA_RQ5908,Rep1,77,1,G,5,T12-R4-2,X5,7,Citrate,0.07,12
S78_R2,R2,YaleYCGA_RQ5908,Rep1,78,1,G,6,T12-R4-2,X6,7,Citrate,0.07,12
S79_R2,R2,YaleYCGA_RQ5908,Rep1,79,1,G,7,T12-R4-2,X7,7,Citrate,0.07,12
S80_R2,R2,YaleYCGA_RQ5908,Rep1,80,1,G,8,T12-R4-2,X8,7,Citrate,0.07,12
S81_R2,R2,YaleYCGA_RQ5908,Rep1,81,1,G,9,T12-R4-2,X9,7,Citrate,0.07,12
S82_R2,R2,YaleYCGA_RQ5908,Rep1,82,1,G,10,T12-R4-2,X10,7,Citrate,0.07,12
S85_R2,R2,YaleYCGA_RQ5908,Rep1,85,1,H,1,T12-R4-2,X1,8,Citrate,0.07,12
S86_R2,R2,YaleYCGA_RQ5908,Rep1,86,1,H,2,T12-R4-2,X2,8,Citrate,0.07,12
S87_R2,R2,YaleYCGA_RQ5908,Rep1,87,1,H,3,T12-R4-2,X3,8,Citrate,0.07,12
S88_R2,R2,YaleYCGA_RQ5908,Rep1,88,1,H,4,T12-R4-2,X4,8,Citrate,0.07,12
S89_R2,R2,YaleYCGA_RQ5908,Rep1,89,1,H,5,T12-R4-2,X5,8,Citrate,0.07,12
S90_R2,R2,YaleYCGA_RQ5908,Rep1,90,1,H,6,T12-R4-2,X6,8,Citrate,0.07,12
S91_R2,R2,YaleYCGA_RQ5908,Rep1,91,1,H,7,T12-R4-2,X7,8,Citrate,0.07,12
S92_R2,R2,YaleYCGA_RQ5908,Rep1,92,1,H,8,T12-R4-2,X8,8,Citrate,0.07,12
S93_R2,R2,YaleYCGA_RQ5908,Rep1,93,1,H,9,T12-R4-2,X9,8,Citrate,0.07,12
S94_R2,R2,YaleYCGA_RQ5908,Rep1,94,1,H,10,T12-R4-2,X10,8,Citrate,0.07,12
S193_R2,R2,YaleYCGA_RQ5908,Rep1,193,4,A,1,T12-R3-2,X1,1,Leucine,0.07,12
S194_R2,R2,YaleYCGA_RQ5908,Rep1,194,4,A,2,T12-R3-2,X2,1,Leucine,0.07,12
S195_R2,R2,YaleYCGA_RQ5908,Rep1,195,4,A,3,T12-R3-2,X3,1,Leucine,0.07,12
S196_R2,R2,YaleYCGA_RQ5908,Rep1,196,4,A,4,T12-R3-2,X4,1,Leucine,0.07,12
S197_R2,R2,YaleYCGA_RQ5908,Rep1,197,4,A,5,T12-R3-2,X5,1,Leucine,0.07,12
S198_R2,R2,YaleYCGA_RQ5908,Rep1,198,4,A,6,T12-R3-2,X6,1,Leucine,0.07,12
S199_R2,R2,YaleYCGA_RQ5908,Rep1,199,4,A,7,T12-R3-2,X7,1,Leucine,0.07,12
S200_R2,R2,YaleYCGA_RQ5908,Rep1,200,4,A,8,T12-R3-2,X8,1,Leucine,0.07,12
S201_R2,R2,YaleYCGA_RQ5908,Rep1,201,4,A,9,T12-R3-2,X9,1,Leucine,0.07,12
S202_R2,R2,YaleYCGA_RQ5908,Rep1,202,4,A,10,T12-R3-2,X10,1,Leucine,0.07,12
S203_R2,R2,YaleYCGA_RQ5908,Rep1,203,4,A,11,T12-R3-2,X11,1,Leucine,0.07,12
S204_R2,R2,YaleYCGA_RQ5908,Rep1,204,4,A,12,T12-R3-2,X12,1,Leucine,0.07,12
S205_R2,R2,YaleYCGA_RQ5908,Rep1,205,4,B,1,T12-R3-2,X1,2,Leucine,0.07,12
S206_R2,R2,YaleYCGA_RQ5908,Rep1,206,4,B,2,T12-R3-2,X2,2,Leucine,0.07,12
S207_R2,R2,YaleYCGA_RQ5908,Rep1,207,4,B,3,T12-R3-2,X3,2,Leucine,0.07,12
S208_R2,R2,YaleYCGA_RQ5908,Rep1,208,4,B,4,T12-R3-2,X4,2,Leucine,0.07,12
S209_R2,R2,YaleYCGA_RQ5908,Rep1,209,4,B,5,T12-R3-2,X5,2,Leucine,0.07,12
S210_R2,R2,YaleYCGA_RQ5908,Rep1,210,4,B,6,T12-R3-2,X6,2,Leucine,0.07,12
S211_R2,R2,YaleYCGA_RQ5908,Rep1,211,4,B,7,T12-R3-2,X7,2,Leucine,0.07,12
S212_R2,R2,YaleYCGA_RQ5908,Rep1,212,4,B,8,T12-R3-2,X8,2,Leucine,0.07,12
S213_R2,R2,YaleYCGA_RQ5908,Rep1,213,4,B,9,T12-R3-2,X9,2,Leucine,0.07,12
S214_R2,R2,YaleYCGA_RQ5908,Rep1,214,4,B,10,T12-R3-2,X10,2,Leucine,0.07,12
S215_R2,R2,YaleYCGA_RQ5908,Rep1,215,4,B,11,T12-R3-2,X11,2,Leucine,0.07,12
S216_R2,R2,YaleYCGA_RQ5908,Rep1,216,4,B,12,T12-R3-2,X12,2,Leucine,0.07,12
S217_R2,R2,YaleYCGA_RQ5908,Rep1,217,4,C,1,T12-R3-2,X1,3,Leucine,0.07,12
S218_R2,R2,YaleYCGA_RQ5908,Rep1,218,4,C,2,T12-R3-2,X2,3,Leucine,0.07,12
S219_R2,R2,YaleYCGA_RQ5908,Rep1,219,4,C,3,T12-R3-2,X3,3,Leucine,0.07,12
S220_R2,R2,YaleYCGA_RQ5908,Rep1,220,4,C,4,T12-R3-2,X4,3,Leucine,0.07,12
S221_R2,R2,YaleYCGA_RQ5908,Rep1,221,4,C,5,T12-R3-2,X5,3,Leucine,0.07,12
S222_R2,R2,YaleYCGA_RQ5908,Rep1,222,4,C,6,T12-R3-2,X6,3,Leucine,0.07,12
S223_R2,R2,YaleYCGA_RQ5908,Rep1,223,4,C,7,T12-R3-2,X7,3,Leucine,0.07,12
S224_R2,R2,YaleYCGA_RQ5908,Rep1,224,4,C,8,T12-R3-2,X8,3,Leucine,0.07,12
S225_R2,R2,YaleYCGA_RQ5908,Rep1,225,4,C,9,T12-R3-2,X9,3,Leucine,0.07,12
S226_R2,R2,YaleYCGA_RQ5908,Rep1,226,4,C,10,T12-R3-2,X10,3,Leucine,0.07,12
S227_R2,R2,YaleYCGA_RQ5908,Rep1,227,4,C,11,T12-R3-2,X11,3,Leucine,0.07,12
S228_R2,R2,YaleYCGA_RQ5908,Rep1,228,4,C,12,T12-R3-2,X12,3,Leucine,0.07,12
S229_R2,R2,YaleYCGA_RQ5908,Rep1,229,4,D,1,T12-R3-2,X1,4,Leucine,0.07,12
S230_R2,R2,YaleYCGA_RQ5908,Rep1,230,4,D,2,T12-R3-2,X2,4,Leucine,0.07,12
S231_R2,R2,YaleYCGA_RQ5908,Rep1,231,4,D,3,T12-R3-2,X3,4,Leucine,0.07,12
S232_R2,R2,YaleYCGA_RQ5908,Rep1,232,4,D,4,T12-R3-2,X4,4,Leucine,0.07,12
S233_R2,R2,YaleYCGA_RQ5908,Rep1,233,4,D,5,T12-R3-2,X5,4,Leucine,0.07,12
S234_R2,R2,YaleYCGA_RQ5908,Rep1,234,4,D,6,T12-R3-2,X6,4,Leucine,0.07,12
S235_R2,R2,YaleYCGA_RQ5908,Rep1,235,4,D,7,T12-R3-2,X7,4,Leucine,0.07,12
S236_R2,R2,YaleYCGA_RQ5908,Rep1,236,4,D,8,T12-R3-2,X8,4,Leucine,0.07,12
S237_R2,R2,YaleYCGA_RQ5908,Rep1,237,4,D,9,T12-R3-2,X9,4,Leucine,0.07,12
S238_R2,R2,YaleYCGA_RQ5908,Rep1,238,4,D,10,T12-R3-2,X10,4,Leucine,0.07,12
S239_R2,R2,YaleYCGA_RQ5908,Rep1,239,4,D,11,T12-R3-2,X11,4,Leucine,0.07,12
S240_R2,R2,YaleYCGA_RQ5908,Rep1,240,4,D,12,T12-R3-2,X12,4,Leucine,0.07,12
S241_R2,R2,YaleYCGA_RQ5908,Rep1,241,4,E,1,T12-R3-2,X1,5,Leucine,0.07,12
S242_R2,R2,YaleYCGA_RQ5908,Rep1,242,4,E,2,T12-R3-2,X2,5,Leucine,0.07,12
S243_R2,R2,YaleYCGA_RQ5908,Rep1,243,4,E,3,T12-R3-2,X3,5,Leucine,0.07,12
S244_R2,R2,YaleYCGA_RQ5908,Rep1,244,4,E,4,T12-R3-2,X4,5,Leucine,0.07,12
S245_R2,R2,YaleYCGA_RQ5908,Rep1,245,4,E,5,T12-R3-2,X5,5,Leucine,0.07,12
S246_R2,R2,YaleYCGA_RQ5908,Rep1,246,4,E,6,T12-R3-2,X6,5,Leucine,0.07,12
S247_R2,R2,YaleYCGA_RQ5908,Rep1,247,4,E,7,T12-R3-2,X7,5,Leucine,0.07,12
S248_R2,R2,YaleYCGA_RQ5908,Rep1,248,4,E,8,T12-R3-2,X8,5,Leucine,0.07,12
S249_R2,R2,YaleYCGA_RQ5908,Rep1,249,4,E,9,T12-R3-2,X9,5,Leucine,0.07,12
S250_R2,R2,YaleYCGA_RQ5908,Rep1,250,4,E,10,T12-R3-2,X10,5,Leucine,0.07,12
S251_R2,R2,YaleYCGA_RQ5908,Rep1,251,4,E,11,T12-R3-2,X11,5,Leucine,0.07,12
S252_R2,R2,YaleYCGA_RQ5908,Rep1,252,4,E,12,T12-R3-2,X12,5,Leucine,0.07,12
S253_R2,R2,YaleYCGA_RQ5908,Rep1,253,4,F,1,T12-R3-2,X1,6,Leucine,0.07,12
S254_R2,R2,YaleYCGA_RQ5908,Rep1,254,4,F,2,T12-R3-2,X2,6,Leucine,0.07,12
S255_R2,R2,YaleYCGA_RQ5908,Rep1,255,4,F,3,T12-R3-2,X3,6,Leucine,0.07,12
S256_R2,R2,YaleYCGA_RQ5908,Rep1,256,4,F,4,T12-R3-2,X4,6,Leucine,0.07,12
S257_R2,R2,YaleYCGA_RQ5908,Rep1,257,4,F,5,T12-R3-2,X5,6,Leucine,0.07,12
S258_R2,R2,YaleYCGA_RQ5908,Rep1,258,4,F,6,T12-R3-2,X6,6,Leucine,0.07,12
S259_R2,R2,YaleYCGA_RQ5908,Rep1,259,4,F,7,T12-R3-2,X7,6,Leucine,0.07,12
S260_R2,R2,YaleYCGA_RQ5908,Rep1,260,4,F,8,T12-R3-2,X8,6,Leucine,0.07,12
S261_R2,R2,YaleYCGA_RQ5908,Rep1,261,4,F,9,T12-R3-2,X9,6,Leucine,0.07,12
S262_R2,R2,YaleYCGA_RQ5908,Rep1,262,4,F,10,T12-R3-2,X10,6,Leucine,0.07,12
S263_R2,R2,YaleYCGA_RQ5908,Rep1,263,4,F,11,T12-R3-2,X11,6,Leucine,0.07,12
S264_R2,R2,YaleYCGA_RQ5908,Rep1,264,4,F,12,T12-R3-2,X12,6,Leucine,0.07,12
S265_R2,R2,YaleYCGA_RQ5908,Rep1,265,4,G,1,T12-R3-2,X1,7,Leucine,0.07,12
S266_R2,R2,YaleYCGA_RQ5908,Rep1,266,4,G,2,T12-R3-2,X2,7,Leucine,0.07,12
S267_R2,R2,YaleYCGA_RQ5908,Rep1,267,4,G,3,T12-R3-2,X3,7,Leucine,0.07,12
S268_R2,R2,YaleYCGA_RQ5908,Rep1,268,4,G,4,T12-R3-2,X4,7,Leucine,0.07,12
S269_R2,R2,YaleYCGA_RQ5908,Rep1,269,4,G,5,T12-R3-2,X5,7,Leucine,0.07,12
S270_R2,R2,YaleYCGA_RQ5908,Rep1,270,4,G,6,T12-R3-2,X6,7,Leucine,0.07,12
S271_R2,R2,YaleYCGA_RQ5908,Rep1,271,4,G,7,T12-R3-2,X7,7,Leucine,0.07,12
S272_R2,R2,YaleYCGA_RQ5908,Rep1,272,4,G,8,T12-R3-2,X8,7,Leucine,0.07,12
S273_R2,R2,YaleYCGA_RQ5908,Rep1,273,4,G,9,T12-R3-2,X9,7,Leucine,0.07,12
S274_R2,R2,YaleYCGA_RQ5908,Rep1,274,4,G,10,T12-R3-2,X10,7,Leucine,0.07,12
S277_R2,R2,YaleYCGA_RQ5908,Rep1,277,4,H,1,T12-R3-2,X1,8,Leucine,0.07,12
S278_R2,R2,YaleYCGA_RQ5908,Rep1,278,4,H,2,T12-R3-2,X2,8,Leucine,0.07,12
S279_R2,R2,YaleYCGA_RQ5908,Rep1,279,4,H,3,T12-R3-2,X3,8,Leucine,0.07,12
S280_R2,R2,YaleYCGA_RQ5908,Rep1,280,4,H,4,T12-R3-2,X4,8,Leucine,0.07,12
S281_R2,R2,YaleYCGA_RQ5908,Rep1,281,4,H,5,T12-R3-2,X5,8,Leucine,0.07,12
S282_R2,R2,YaleYCGA_RQ5908,Rep1,282,4,H,6,T12-R3-2,X6,8,Leucine,0.07,12
S283_R2,R2,YaleYCGA_RQ5908,Rep1,283,4,H,7,T12-R3-2,X7,8,Leucine,0.07,12
S284_R2,R2,YaleYCGA_RQ5908,Rep1,284,4,H,8,T12-R3-2,X8,8,Leucine,0.07,12
S285_R2,R2,YaleYCGA_RQ5908,Rep1,285,4,H,9,T12-R3-2,X9,8,Leucine,0.07,12
S286_R2,R2,YaleYCGA_RQ5908,Rep1,286,4,H,10,T12-R3-2,X10,8,Leucine,0.07,12
S289_R1,R1,YaleYCGA_RQ5643,Rep1,289,4,A,1,Glu-T12-X1-Rep1,X1,1,Glucose,0.07,12
S290_R1,R1,YaleYCGA_RQ5643,Rep1,290,4,A,2,Glu-T12-X2-Rep1,X2,1,Glucose,0.07,12
S291_R1,R1,YaleYCGA_RQ5643,Rep1,291,4,A,3,Glu-T12-X3-Rep1,X3,1,Glucose,0.07,12
S292_R1,R1,YaleYCGA_RQ5643,Rep1,292,4,A,4,Glu-T12-X4-Rep1,X4,1,Glucose,0.07,12
