ID,Run,Batch,Exp_Type,SampleNum,Plate,Row,Column,Experiment,Comm,Rep,Carbon,Conc,Transfer
S170_R4,R4,YaleYCGA_RQ6214,,170,2,G,2,Glu-T2-X2,X2,7,Glucose,0.07,2
S171_R4,R4,YaleYCGA_RQ6214,,171,2,G,3,Glu-T3-X2,X2,7,Glucose,0.07,3
S172_R4,R4,YaleYCGA_RQ6214,,172,2,G,4,Glu-T4-X2,X2,7,Glucose,0.07,4
S173_R4,R4,YaleYCGA_RQ6214,,173,2,G,5,Glu-T5-X2,X2,7,Glucose,0.07,5
S174_R4,R4,YaleYCGA_RQ6214,,174,2,G,6,Glu-T6-X2,X2,7,Glucose,0.07,6
S175_R4,R4,YaleYCGA_RQ6214,,175,2,G,7,Glu-T7-X2,X2,7,Glucose,0.07,7
S176_R4,R4,YaleYCGA_RQ6214,,176,2,G,8,Glu-T8-X2,X2,7,Glucose,0.07,8
S177_R4,R4,YaleYCGA_RQ6214,,177,2,G,9,Glu-T9-X2,X2,7,Glucose,0.07,9
S178_R4,R4,YaleYCGA_RQ6214,,178,2,G,10,Glu-T10-X2,X2,7,Glucose,0.07,10
S181_R4,R4,YaleYCGA_RQ6214,,181,2,H,1,Glu-T1-X2,X2,8,Glucose,0.07,1
S182_R4,R4,YaleYCGA_RQ6214,,182,2,H,2,Glu-T2-X2,X2,8,Glucose,0.07,2
S183_R4,R4,YaleYCGA_RQ6214,,183,2,H,3,Glu-T3-X2,X2,8,Glucose,0.07,3
S184_R4,R4,YaleYCGA_RQ6214,,184,2,H,4,Glu-T4-X2,X2,8,Glucose,0.07,4
S185_R4,R4,YaleYCGA_RQ6214,,185,2,H,5,Glu-T5-X2,X2,8,Glucose,0.07,5
S186_R4,R4,YaleYCGA_RQ6214,,186,2,H,6,Glu-T6-X2,X2,8,Glucose,0.07,6
S187_R4,R4,YaleYCGA_RQ6214,,187,2,H,7,Glu-T7-X2,X2,8,Glucose,0.07,7
S188_R4,R4,YaleYCGA_RQ6214,,188,2,H,8,Glu-T8-X2,X2,8,Glucose,0.07,8
S189_R4,R4,YaleYCGA_RQ6214,,189,2,H,9,Glu-T9-X2,X2,8,Glucose,0.07,9
S190_R4,R4,YaleYCGA_RQ6214,,190,2,H,10,Glu-T10-X2,X2,8,Glucose,0.07,10
S289_R4,R4,YaleYCGA_RQ6214,,289,4,A,1,Glu-T1-X6,X6,1,Glucose,0.07,1
S290_R4,R4,YaleYCGA_RQ6214,,290,4,A,2,Glu-T2-X6,X6,1,Glucose,0.07,2
S291_R4,R4,YaleYCGA_RQ6214,,291,4,A,3,Glu-T3-X6,X6,1,Glucose,0.07,3
S292_R4,R4,YaleYCGA_RQ6214,,292,4,A,4,Glu-T4-X6,X6,1,Glucose,0.07,4
S293_R4,R4,YaleYCGA_RQ6214,,293,4,A,5,Glu-T5-X6,X6,1,Glucose,0.07,5
S294_R4,R4,YaleYCGA_RQ6214,,294,4,A,6,Glu-T6-X6,X6,1,Glucose,0.07,6
S295_R4,R4,YaleYCGA_RQ6214,,295,4,A,7,Glu-T7-X6,X6,1,Glucose,0.07,7
S296_R4,R4,YaleYCGA_RQ6214,,296,4,A,8,Glu-T8-X6,X6,1,Glucose,0.07,8
S297_R4,R4,YaleYCGA_RQ6214,,297,4,A,9,Glu-T9-X6,X6,1,Glucose,0.07,9
S298_R4,R4,YaleYCGA_RQ6214,,298,4,A,10,Glu-T10-X6,X6,1,Glucose,0.07,10
S299_R4,R4,YaleYCGA_RQ6214,,299,4,A,11,Glu-T11-X6,X6,1,Glucose,0.07,11
S300_R4,R4,YaleYCGA_RQ6214,,300,4,A,12,Glu-T11-X6,X6,7,Glucose,0.07,11
S301_R4,R4,YaleYCGA_RQ6214,,301,4,B,1,Glu-T1-X6,X6,2,Glucose,0.07,1
S302_R4,R4,YaleYCGA_RQ6214,,302,4,B,2,Glu-T2-X6,X6,2,Glucose,0.07,2
S303_R4,R4,YaleYCGA_RQ6214,,303,4,B,3,Glu-T3-X6,X6,2,Glucose,0.07,3
S304_R4,R4,YaleYCGA_RQ6214,,304,4,B,4,Glu-T4-X6,X6,2,Glucose,0.07,4
S305_R4,R4,YaleYCGA_RQ6214,,305,4,B,5,Glu-T5-X6,X6,2,Glucose,0.07,5
S306_R4,R4,YaleYCGA_RQ6214,,306,4,B,6,Glu-T6-X6,X6,2,Glucose,0.07,6
S307_R4,R4,YaleYCGA_RQ6214,,307,4,B,7,Glu-T7-X6,X6,2,Glucose,0.07,7
S308_R4,R4,YaleYCGA_RQ6214,,308,4,B,8,Glu-T8-X6,X6,2,Glucose,0.07,8
S309_R4,R4,YaleYCGA_RQ6214,,309,4,B,9,Glu-T9-X6,X6,2,Glucose,0.07,9
S310_R4,R4,YaleYCGA_RQ6214,,310,4,B,10,Glu-T10-X6,X6,2,Glucose,0.07,10
S311_R4,R4,YaleYCGA_RQ6214,,311,4,B,11,Glu-T11-X6,X6,2,Glucose,0.07,11
S312_R4,R4,YaleYCGA_RQ6214,,312,4,B,12,Glu-T11-X6,X6,8,Glucose,0.07,11
S313_R4,R4,YaleYCGA_RQ6214,,313,4,C,1,Glu-T1-X6,X6,3,Glucose,0.07,1
S314_R4,R4,YaleYCGA_RQ6214,,314,4,C,2,Glu-T2-X6,X6,3,Glucose,0.07,2
S315_R4,R4,YaleYCGA_RQ6214,,315,4,C,3,Glu-T3-X6,X6,3,Glucose,0.07,3
S316_R4,R4,YaleYCGA_RQ6214,,316,4,C,4,Glu-T4-X6,X6,3,Glucose,0.07,4
S317_R4,R4,YaleYCGA_RQ6214,,317,4,C,5,Glu-T5-X6,X6,3,Glucose,0.07,5
S318_R4,R4,YaleYCGA_RQ6214,,318,4,C,6,Glu-T6-X6,X6,3,Glucose,0.07,6
S319_R4,R4,YaleYCGA_RQ6214,,319,4,C,7,Glu-T7-X6,X6,3,Glucose,0.07,7
S320_R4,R4,YaleYCGA_RQ6214,,320,4,C,8,Glu-T8-X6,X6,3,Glucose,0.07,8
S321_R4,R4,YaleYCGA_RQ6214,,321,4,C,9,Glu-T9-X6,X6,3,Glucose,0.07,9
S322_R4,R4,YaleYCGA_RQ6214,,322,4,C,10,Glu-T10-X6,X6,3,Glucose,0.07,10
S323_R4,R4,YaleYCGA_RQ6214,,323,4,C,11,Glu-T11-X6,X6,3,Glucose,0.07,11
S325_R4,R4,YaleYCGA_RQ6214,,325,4,D,1,Glu-T1-X6,X6,4,Glucose,0.07,1
S326_R4,R4,YaleYCGA_RQ6214,,326,4,D,2,Glu-T2-X6,X6,4,Glucose,0.07,2
S327_R4,R4,YaleYCGA_RQ6214,,327,4,D,3,Glu-T3-X6,X6,4,Glucose,0.07,3
S328_R4,R4,YaleYCGA_RQ6214,,328,4,D,4,Glu-T4-X6,X6,4,Glucose,0.07,4
S329_R4,R4,YaleYCGA_RQ6214,,329,4,D,5,Glu-T5-X6,X6,4,Glucose,0.07,5
S330_R4,R4,YaleYCGA_RQ6214,,330,4,D,6,Glu-T6-X6,X6,4,Glucose,0.07,6
S331_R4,R4,YaleYCGA_RQ6214,,331,4,D,7,Glu-T7-X6,X6,4,Glucose,0.07,7
S332_R4,R4,YaleYCGA_RQ6214,,332,4,D,8,Glu-T8-X6,X6,4,Glucose,0.07,8
S333_R4,R4,YaleYCGA_RQ6214,,333,4,D,9,Glu-T9-X6,X6,4,Glucose,0.07,9
S334_R4,R4,YaleYCGA_RQ6214,,334,4,D,10,Glu-T10-X6,X6,4,Glucose,0.07,10
S335_R4,R4,YaleYCGA_RQ6214,,335,4,D,11,Glu-T11-X6,X6,4,Glucose,0.07,11
S337_R4,R4,YaleYCGA_RQ6214,,337,4,E,1,Glu-T1-X6,X6,5,Glucose,0.07,1
S338_R4,R4,YaleYCGA_RQ6214,,338,4,E,2,Glu-T2-X6,X6,5,Glucose,0.07,2
S339_R4,R4,YaleYCGA_RQ6214,,339,4,E,3,Glu-T3-X6,X6,5,Glucose,0.07,3
S340_R4,R4,YaleYCGA_RQ6214,,340,4,E,4,Glu-T4-X6,X6,5,Glucose,0.07,4
S341_R4,R4,YaleYCGA_RQ6214,,341,4,E,5,Glu-T5-X6,X6,5,Glucose,0.07,5
S342_R4,R4,YaleYCGA_RQ6214,,342,4,E,6,Glu-T6-X6,X6,5,Glucose,0.07,6
S343_R4,R4,YaleYCGA_RQ6214,,343,4,E,7,Glu-T7-X6,X6,5,Glucose,0.07,7
S344_R4,R4,YaleYCGA_RQ6214,,344,4,E,8,Glu-T8-X6,X6,5,Glucose,0.07,8
S345_R4,R4,YaleYCGA_RQ6214,,345,4,E,9,Glu-T9-X6,X6,5,Glucose,0.07,9
S346_R4,R4,YaleYCGA_RQ6214,,346,4,E,10,Glu-T10-X6,X6,5,Glucose,0.07,10
S347_R4,R4,YaleYCGA_RQ6214,,347,4,E,11,Glu-T11-X6,X6,5,Glucose,0.07,11
S349_R4,R4,YaleYCGA_RQ6214,,349,4,F,1,Glu-T1-X6,X6,6,Glucose,0.07,1
S350_R4,R4,YaleYCGA_RQ6214,,350,4,F,2,Glu-T2-X6,X6,6,Glucose,0.07,2
S351_R4,R4,YaleYCGA_RQ6214,,351,4,F,3,Glu-T3-X6,X6,6,Glucose,0.07,3
S352_R4,R4,YaleYCGA_RQ6214,,352,4,F,4,Glu-T4-X6,X6,6,Glucose,0.07,4
S353_R4,R4,YaleYCGA_RQ6214,,353,4,F,5,Glu-T5-X6,X6,6,Glucose,0.07,5
S354_R4,R4,YaleYCGA_RQ6214,,354,4,F,6,Glu-T6-X6,X6,6,Glucose,0.07,6
S355_R4,R4,YaleYCGA_RQ6214,,355,4,F,7,Glu-T7-X6,X6,6,Glucose,0.07,7
S356_R4,R4,YaleYCGA_RQ6214,,356,4,F,8,Glu-T8-X6,X6,6,Glucose,0.07,8
S357_R4,R4,YaleYCGA_RQ6214,,357,4,F,9,Glu-T9-X6,X6,6,Glucose,0.07,9
S358_R4,R4,YaleYCGA_RQ6214,,358,4,F,10,Glu-T10-X6,X6,6,Glucose,0.07,10
S359_R4,R4,YaleYCGA_RQ6214,,359,4,F,11,Glu-T11-X6,X6,6,Glucose,0.07,11
S361_R4,R4,YaleYCGA_RQ6214,,361,4,G,1,Glu-T1-X6,X6,7,Glucose,0.07,1
S362_R4,R4,YaleYCGA_RQ6214,,362,4,G,2,Glu-T2-X6,X6,7,Glucose,0.07,2
S363_R4,R4,YaleYCGA_RQ6214,,363,4,G,3,Glu-T3-X6,X6,7,Glucose,0.07,3
S364_R4,R4,YaleYCGA_RQ6214,,364,4,G,4,Glu-T4-X6,X6,7,Glucose,0.07,4
S365_R4,R4,YaleYCGA_RQ6214,,365,4,G,5,Glu-T5-X6,X6,7,Glucose,0.07,5
S366_R4,R4,YaleYCGA_RQ6214,,366,4,G,6,Glu-T6-X6,X6,7,Glucose,0.07,6
S367_R4,R4,YaleYCGA_RQ6214,,367,4,G,7,Glu-T7-X6,X6,7,Glucose,0.07,7
S368_R4,R4,YaleYCGA_RQ6214,,368,4,G,8,Glu-T8-X6,X6,7,Glucose,0.07,8
S369_R4,R4,YaleYCGA_RQ6214,,369,4,G,9,Glu-T9-X6,X6,7,Glucose,0.07,9
S370_R4,R4,YaleYCGA_RQ6214,,370,4,G,10,Glu-T10-X6,X6,7,Glucose,0.07,10
S373_R4,R4,YaleYCGA_RQ6214,,373,4,H,1,Glu-T1-X6,X6,8,Glucose,0.07,1
S374_R4,R4,YaleYCGA_RQ6214,,374,4,H,2,Glu-T2-X6,X6,8,Glucose,0.07,2
S375_R4,R4,YaleYCGA_RQ6214,,375,4,H,3,Glu-T3-X6,X6,8,Glucose,0.07,3
S376_R4,R4,YaleYCGA_RQ6214,,376,4,H,4,Glu-T4-X6,X6,8,Glucose,0.07,4
S377_R4,R4,YaleYCGA_RQ6214,,377,4,H,5,Glu-T5-X6,X6,8,Glucose,0.07,5
S378_R4,R4,YaleYCGA_RQ6214,,378,4,H,6,Glu-T6-X6,X6,8,Glucose,0.07,6
S379_R4,R4,YaleYCGA_RQ6214,,379,4,H,7,Glu-T7-X6,X6,8,Glucose,0.07,7
S380_R4,R4,YaleYCGA_RQ6214,,380,4,H,8,Glu-T8-X6,X6,8,Glucose,0.07,8
S381_R4,R4,YaleYCGA_RQ6214,,381,4,H,9,Glu-T9-X6,X6,8,Glucose,0.07,9
S382_R4,R4,YaleYCGA_RQ6214,,382,4,H,10,Glu-T10-X6,X6,8,Glucose,0.07,10
S193_R3,R3,YaleYCGA_RQ6212,,193,3,A,1,Glu-T1-X1,X1,4,Glucose,0.07,1
S194_R3,R3,YaleYCGA_RQ6212,,194,3,A,2,Glu-T1-X3,X3,4,Glucose,0.07,1
S195_R3,R3,YaleYCGA_RQ6212,,195,3,A,3,Glu-T1-X4,X4,4,Glucose,0.07,1
S196_R3,R3,YaleYCGA_RQ6212,,196,3,A,4,Glu-T1-X5,X5,4,Glucose,0.07,1
S197_R3,R3,YaleYCGA_RQ6212,,197,3,A,5,Glu-T1-X7,X7,4,Glucose,0.07,1
S198_R3,R3,YaleYCGA_RQ6212,,198,3,A,6,Glu-T1-X8,X8,4,Glucose,0.07,1
S199_R3,R3,YaleYCGA_RQ6212,,199,3,A,7,Glu-T1-X9,X9,4,Glucose,0.07,1
S200_R3,R3,YaleYCGA_RQ6212,,200,3,A,8,Glu-T1-X10,X10,4,Glucose,0.07,1
S201_R3,R3,YaleYCGA_RQ6212,,201,3,A,9,Glu-T1-X11,X11,4,Glucose,0.07,1
S202_R3,R3,YaleYCGA_RQ6212,,202,3,A,10,Glu-T1-X12,X12,4,Glucose,0.07,1
S203_R3,R3,YaleYCGA_RQ6212,,203,3,A,11,Original-T0-X1,X1,NaN,NA,NaN,0
S204_R3,R3,YaleYCGA_RQ6212,,204,3,A,12,Original-T0-X7,X7,NaN,NA,NaN,0
S205_R3,R3,YaleYCGA_RQ6212,,205,3,B,1,Glu-T2-X1,X1,4,Glucose,0.07,2
S206_R3,R3,YaleYCGA_RQ6212,,206,3,B,2,Glu-T2-X3,X3,4,Glucose,0.07,2
S207_R3,R3,YaleYCGA_RQ6212,,207,3,B,3,Glu-T2-X4,X4,4,Glucose,0.07,2
S208_R3,R3,YaleYCGA_RQ6212,,208,3,B,4,Glu-T2-X5,X5,4,Glucose,0.07,2
S209_R3,R3,YaleYCGA_RQ6212,,209,3,B,5,Glu-T2-X7,X7,4,Glucose,0.07,2
S210_R3,R3,YaleYCGA_RQ6212,,210,3,B,6,Glu-T2-X8,X8,4,Glucose,0.07,2
S211_R3,R3,YaleYCGA_RQ6212,,211,3,B,7,Glu-T2-X9,X9,4,Glucose,0.07,2
S212_R3,R3,YaleYCGA_RQ6212,,212,3,B,8,Glu-T2-X10,X10,4,Glucose,0.07,2
S213_R3,R3,YaleYCGA_RQ6212,,213,3,B,9,Glu-T2-X11,X11,4,Glucose,0.07,2
S214_R3,R3,YaleYCGA_RQ6212,,214,3,B,10,Glu-T2-X12,X12,4,Glucose,0.07,2
S215_R3,R3,YaleYCGA_RQ6212,,215,3,B,11,Original-T0-X2,X2,NaN,NA,NaN,0
S216_R3,R3,YaleYCGA_RQ6212,,216,3,B,12,Original-T0-X8,X8,NaN,NA,NaN,0
S217_R3,R3,YaleYCGA_RQ6212,,217,3,C,1,Glu-T3-X1,X1,4,Glucose,0.07,3
S218_R3,R3,YaleYCGA_RQ6212,,218,3,C,2,Glu-T3-X3,X3,4,Glucose,0.07,3
S219_R3,R3,YaleYCGA_RQ6212,,219,3,C,3,Glu-T3-X4,X4,4,Glucose,0.07,3
S220_R3,R3,YaleYCGA_RQ6212,,220,3,C,4,Glu-T3-X5,X5,4,Glucose,0.07,3
S221_R3,R3,YaleYCGA_RQ6212,,221,3,C,5,Glu-T3-X7,X7,4,Glucose,0.07,3
S222_R3,R3,YaleYCGA_RQ6212,,222,3,C,6,Glu-T3-X8,X8,4,Glucose,0.07,3
S223_R3,R3,YaleYCGA_RQ6212,,223,3,C,7,Glu-T3-X9,X9,4,Glucose,0.07,3
S224_R3,R3,YaleYCGA_RQ6212,,224,3,C,8,Glu-T3-X10,X10,4,Glucose,0.07,3
S225_R3,R3,YaleYCGA_RQ6212,,225,3,C,9,Glu-T3-X11,X11,4,Glucose,0.07,3
S226_R3,R3,YaleYCGA_RQ6212,,226,3,C,10,Glu-T3-X12,X12,4,Glucose,0.07,3
S227_R3,R3,YaleYCGA_RQ6212,,227,3,C,11,Original-T0-X3,X3,NaN,NA,NaN,0
S228_R3,R3,YaleYCGA_RQ6212,,228,3,C,12,Original-T0-X9,X9,NaN,NA,NaN,0
S229_R3,R3,YaleYCGA_RQ6212,,229,3,D,1,Glu-T4-X1,X1,4,Glucose,0.07,4
S230_R3,R3,YaleYCGA_RQ6212,,230,3,D,2,Glu-T4-X3,X3,4,Glucose,0.07,4
S231_R3,R3,YaleYCGA_RQ6212,,231,3,D,3,Glu-T4-X4,X4,4,Glucose,0.07,4
S232_R3,R3,YaleYCGA_RQ6212,,232,3,D,4,Glu-T4-X5,X5,4,Glucose,0.07,4
S233_R3,R3,YaleYCGA_RQ6212,,233,3,D,5,Glu-T4-X7,X7,4,Glucose,0.07,4
S234_R3,R3,YaleYCGA_RQ6212,,234,3,D,6,Glu-T4-X8,X8,4,Glucose,0.07,4
S235_R3,R3,YaleYCGA_RQ6212,,235,3,D,7,Glu-T4-X9,X9,4,Glucose,0.07,4
S236_R3,R3,YaleYCGA_RQ6212,,236,3,D,8,Glu-T4-X10,X10,4,Glucose,0.07,4
S237_R3,R3,YaleYCGA_RQ6212,,237,3,D,9,Glu-T4-X11,X11,4,Glucose,0.07,4
S238_R3,R3,YaleYCGA_RQ6212,,238,3,D,10,Glu-T4-X12,X12,4,Glucose,0.07,4
S239_R3,R3,YaleYCGA_RQ6212,,239,3,D,11,Original-T0-X4,X4,NaN,NA,NaN,0
S240_R3,R3,YaleYCGA_RQ6212,,240,3,D,12,Original-T0-X10,X10,NaN,NA,NaN,0
S241_R3,R3,YaleYCGA_RQ6212,,241,3,E,1,Glu-T5-X1,X1,4,Glucose,0.07,5
S242_R3,R3,YaleYCGA_RQ6212,,242,3,E,2,Glu-T5-X3,X3,4,Glucose,0.07,5
S243_R3,R3,YaleYCGA_RQ6212,,243,3,E,3,Glu-T5-X4,X4,4,Glucose,0.07,5
S244_R3,R3,YaleYCGA_RQ6212,,244,3,E,4,Glu-T5-X5,X5,4,Glucose,0.07,5
S245_R3,R3,YaleYCGA_RQ6212,,245,3,E,5,Glu-T5-X7,X7,4,Glucose,0.07,5
S246_R3,R3,YaleYCGA_RQ6212,,246,3,E,6,Glu-T5-X8,X8,4,Glucose,0.07,5
S247_R3,R3,YaleYCGA_RQ6212,,247,3,E,7,Glu-T5-X9,X9,4,Glucose,0.07,5
S248_R3,R3,YaleYCGA_RQ6212,,248,3,E,8,Glu-T5-X10,X10,4,Glucose,0.07,5
S249_R3,R3,YaleYCGA_RQ6212,,249,3,E,9,Glu-T5-X11,X11,4,Glucose,0.07,5
S250_R3,R3,YaleYCGA_RQ6212,,250,3,E,10,Glu-T5-X12,X12,4,Glucose,0.07,5
S251_R3,R3,YaleYCGA_RQ6212,,251,3,E,11,Original-T0-X5,X5,NaN,NA,NaN,0
S253_R3,R3,YaleYCGA_RQ6212,,253,3,F,1,Glu-T6-X1,X1,4,Glucose,0.07,6
S254_R3,R3,YaleYCGA_RQ6212,,254,3,F,2,Glu-T6-X3,X3,4,Glucose,0.07,6
S255_R3,R3,YaleYCGA_RQ6212,,255,3,F,3,Glu-T6-X4,X4,4,Glucose,0.07,6
S256_R3,R3,YaleYCGA_RQ6212,,256,3,F,4,Glu-T6-X5,X5,4,Glucose,0.07,6
S257_R3,R3,YaleYCGA_RQ6212,,257,3,F,5,Glu-T6-X7,X7,4,Glucose,0.07,6
S258_R3,R3,YaleYCGA_RQ6212,,258,3,F,6,Glu-T6-X8,X8,4,Glucose,0.07,6
S259_R3,R3,YaleYCGA_RQ6212,,259,3,F,7,Glu-T6-X9,X9,4,Glucose,0.07,6
S260_R3,R3,YaleYCGA_RQ6212,,260,3,F,8,Glu-T6-X10,X10,4,Glucose,0.07,6
S261_R3,R3,YaleYCGA_RQ6212,,261,3,F,9,Glu-T6-X11,X11,4,Glucose,0.07,6
S262_R3,R3,YaleYCGA_RQ6212,,262,3,F,10,Glu-T6-X12,X12,4,Glucose,0.07,6
S263_R3,R3,YaleYCGA_RQ6212,,263,3,F,11,Original-T0-X6,X6,NaN,NA,NaN,0
S264_R3,R3,YaleYCGA_RQ6212,,264,3,F,12,Original-T0-X12,X12,NaN,NA,NaN,0
S265_R3,R3,YaleYCGA_RQ6212,,265,3,G,1,Glu-T7-X1,X1,4,Glucose,0.07,7
S266_R3,R3,YaleYCGA_RQ6212,,266,3,G,2,Glu-T7-X3,X3,4,Glucose,0.07,7
S267_R3,R3,YaleYCGA_RQ6212,,267,3,G,3,Glu-T7-X4,X4,4,Glucose,0.07,7
S268_R3,R3,YaleYCGA_RQ6212,,268,3,G,4,Glu-T7-X5,X5,4,Glucose,0.07,7
S269_R3,R3,YaleYCGA_RQ6212,,269,3,G,5,Glu-T7-X7,X7,4,Glucose,0.07,7
S270_R3,R3,YaleYCGA_RQ6212,,270,3,G,6,Glu-T7-X8,X8,4,Glucose,0.07,7
S271_R3,R3,YaleYCGA_RQ6212,,271,3,G,7,Glu-T7-X9,X9,4,Glucose,0.07,7
S272_R3,R3,YaleYCGA_RQ6212,,272,3,G,8,Glu-T7-X10,X10,4,Glucose,0.07,7
S273_R3,R3,YaleYCGA_RQ6212,,273,3,G,9,Glu-T7-X11,X11,4,Glucose,0.07,7
S274_R3,R3,YaleYCGA_RQ6212,,274,3,G,10,Glu-T7-X12,X12,4,Glucose,0.07,7
S277_R3,R3,YaleYCGA_RQ6212,,277,3,H,1,Glu-T8-X1,X1,4,Glucose,0.07,8
S278_R3,R3,YaleYCGA_RQ6212,,278,3,H,2,Glu-T8-X3,X3,4,Glucose,0.07,8
S279_R3,R3,YaleYCGA_RQ6212,,279,3,H,3,Glu-T8-X4,X4,4,Glucose,0.07,8
S280_R3,R3,YaleYCGA_RQ6212,,280,3,H,4,Glu-T8-X5,X5,4,Glucose,0.07,8
S281_R3,R3,YaleYCGA_RQ6212,,281,3,H,5,Glu-T8-X7,X7,4,Glucose,0.07,8
S282_R3,R3,YaleYCGA_RQ6212,,282,3,H,6,Glu-T8-X8,X8,4,Glucose,0.07,8
S283_R3,R3,YaleYCGA_RQ6212,,283,3,H,7,Glu-T8-X9,X9,4,Glucose,0.07,8
S284_R3,R3,YaleYCGA_RQ6212,,284,3,H,8,Glu-T8-X10,X10,4,Glucose,0.07,8
S285_R3,R3,YaleYCGA_RQ6212,,285,3,H,9,Glu-T8-X11,X11,4,Glucose,0.07,8
S286_R3,R3,YaleYCGA_RQ6212,,286,3,H,10,Glu-T8-X12,X12,4,Glucose,0.07,8
